Invoice_ID,Date,Supplier,Category,Country,Department,Invoice_Description,Amount,Payment_Terms,On_Time_Delivery,Defect_Rate_Pct,Lead_Time_Days,Risk_Score,Risk_Level,Contract_Value,Contract_Expiry_Date
2975,2024-08-25,MetalMax Co.,Raw Materials,China,Sales,Copper wire batch delivery,85451,Net 30,Yes,0.3,35,73,Critical,3538725,2026-08-05
2976,2024-05-20,LegalEdge LLP,Legal,USA,Legal,Compliance audit fees,12062,Net 45,Yes,2.4,15,13,Low,2051334,2027-05-09
2977,2023-08-25,AdvisoryCore Co.,Consulting,Singapore,Operations,Supply chain consulting,84021,Net 90,Yes,2.8,17,17,Low,1838823,2026-05-25
2978,2023-11-15,CloudBase Inc.,IT,USA,Operations,Software license renewal,357738,Net 45,Yes,4.4,40,43,Medium,3168103,2027-02-02
2979,2024-12-11,PharmaCare Ltd.,Healthcare,Switzerland,Finance,Pharmacy supplies order,238010,Net 45,No,6.7,22,28,Low,1137389,2026-07-17
2980,2023-02-24,StratEdge Ltd.,Consulting,UK,Operations,HR transformation project,420105,2/10 Net 30,Yes,4.6,29,18,Low,2307214,2026-09-26
2981,2024-06-25,FastFreight Co.,Logistics,Mexico,Engineering,International freight forwarding,421576,Net 45,Yes,0.6,8,73,High,941328,2027-04-12
2982,2023-09-11,TravelEase Inc.,Travel,USA,Procurement,Visa processing fees,260925,Net 45,Yes,7.4,31,15,Low,4218764,2026-09-14
2983,2023-07-01,LawBridge Inc.,Legal,Singapore,Operations,Trademark registration,443810,2/10 Net 30,Yes,4.1,34,28,Low,295384,2027-02-06
2984,2024-08-26,BrandCore Ltd.,Marketing,UK,HR,Market research report,471758,Net 30,Yes,1.5,9,17,Low,1746468,2026-05-27
2985,2023-11-10,ConsultPro Inc.,Consulting,USA,Manufacturing,Supply chain consulting,80817,Net 60,Yes,0.1,16,14,Low,165610,2026-11-20
2986,2024-10-06,BuildRight Co.,Facilities,UK,Finance,Pest control quarterly,495919,Net 30,Yes,7.6,1,25,Low,2620436,2026-11-20
2987,2024-07-16,StayBridge Co.,Travel,France,HR,Airport transfer services,272564,Net 60,Yes,3.5,31,21,Low,4470365,2026-11-17
2988,2023-09-09,StayBridge Co.,Travel,France,Engineering,Business class flights booking,195057,Net 30,Yes,7.2,30,22,Low,1487578,2027-01-05
2989,2023-10-16,PrimeParts Mfg.,Raw Materials,India,Legal,Plastic components supply,414781,2/10 Net 30,Yes,6.9,18,21,Low,431947,2026-12-30
2990,2023-06-16,AlloyCraft Ltd.,Raw Materials,South Korea,Operations,Iron ore bulk shipment,282434,Net 90,Yes,5.9,41,33,Medium,1842344,2026-12-28
2991,2023-09-18,FastFreight Co.,Logistics,Mexico,Procurement,Cold chain logistics,158593,2/10 Net 30,Yes,3.7,1,69,High,4240434,2026-06-17
2992,2024-09-03,CreativeHub Co.,Marketing,Canada,Legal,Market research report,298984,2/10 Net 30,Yes,7.0,45,10,Low,3338379,2026-06-15
2993,2024-01-04,SpaceWorks Inc.,Facilities,Australia,Procurement,HVAC system repair,301903,Net 60,Yes,3.3,26,8,Low,4973895,2027-04-20
2994,2023-08-08,PrintCore Ltd.,Office Supplies,Germany,Operations,Printer cartridge order,129177,Net 90,Yes,6.4,30,21,Low,2920022,2027-03-20
2995,2023-08-25,InsightBridge LLC,Consulting,Australia,Marketing,Supply chain consulting,27497,Net 45,Yes,5.6,40,15,Low,3055872,2026-11-26
2996,2023-09-08,SkyLog Partners,Logistics,USA,Manufacturing,Port handling charges,210614,2/10 Net 30,Yes,6.7,45,22,Low,370667,2026-11-01
2997,2023-06-06,InsightBridge LLC,Consulting,Australia,Procurement,Change management advisory,80949,Net 90,Yes,2.9,24,15,Low,4069556,2027-04-10
2998,2023-04-28,FlightPro Ltd.,Travel,UAE,Legal,Visa processing fees,277826,Net 30,Yes,7.4,6,41,Medium,1752367,2026-12-02
2999,2024-08-07,TravelEase Inc.,Travel,USA,Sales,Per diem expenses,183301,2/10 Net 30,Yes,0.3,38,19,Low,2319774,2026-10-21
3000,2023-12-08,AdvisoryCore Co.,Consulting,Singapore,Legal,Business process review,286983,Net 60,Yes,2.7,20,19,Low,518807,2026-09-27
3001,2024-12-26,SteelCore Inc.,Raw Materials,Brazil,Engineering,Rubber seals batch,423299,Net 30,Yes,3.0,22,43,Medium,4422292,2026-05-30
3002,2024-06-26,PrintCore Ltd.,Office Supplies,Germany,Engineering,Printer cartridge order,46327,2/10 Net 30,Yes,7.8,44,23,Low,2688645,2026-05-24
3003,2023-12-19,TravelEase Inc.,Travel,USA,Engineering,Hotel accommodation corporate,137270,Net 60,No,2.5,31,13,Low,2089703,2026-11-16
3004,2024-01-08,PowerGen Ltd.,Energy,Norway,Legal,Generator fuel supply,499646,Net 45,Yes,0.6,16,30,Low,2753005,2027-01-18
3005,2023-09-09,StratEdge Ltd.,Consulting,UK,Procurement,Supply chain consulting,184327,Net 45,Yes,5.3,37,14,Low,4476645,2027-04-19
3006,2024-11-14,LawBridge Inc.,Legal,Singapore,Legal,Trademark registration,171167,Net 90,Yes,4.8,1,29,Low,4970955,2026-06-16
3007,2023-03-02,MediSupply Co.,Healthcare,USA,Procurement,Medical equipment lease,234214,Net 60,No,7.6,33,20,Low,1140173,2027-02-09
3008,2023-01-19,SpaceWorks Inc.,Facilities,Australia,HR,Elevator maintenance,110329,Net 45,No,2.6,9,11,Low,1092571,2026-08-26
3009,2023-10-20,IronPeak Mfg.,Raw Materials,Turkey,Procurement,Chemical compounds order,348565,Net 90,Yes,2.4,18,66,High,335226,2026-09-24
3010,2024-12-22,GlobalTech Systems,IT,China,IT,Cybersecurity audit services,414628,Net 45,Yes,2.7,13,93,Critical,173695,2026-11-27
3011,2024-05-28,EnergyPrime Ltd.,Energy,UAE,Marketing,Energy audit services,298877,Net 30,No,4.2,17,52,Medium,2480282,2026-08-09
3012,2023-06-08,InsightBridge LLC,Consulting,Australia,Marketing,Financial consulting services,85783,2/10 Net 30,No,1.2,32,18,Low,4513450,2026-12-30
3013,2024-12-08,CleanSpace Services,Facilities,USA,Marketing,Building maintenance services,290719,Net 30,No,6.5,19,15,Low,1599589,2027-01-24
3014,2024-09-01,FlightPro Ltd.,Travel,UAE,Sales,Airport transfer services,127907,2/10 Net 30,Yes,3.4,10,45,Medium,4513741,2026-08-17
3015,2023-08-13,SwiftCargo Inc.,Logistics,UAE,Engineering,International freight forwarding,429448,Net 60,Yes,3.5,5,61,High,3868473,2026-07-15
3016,2024-09-21,TravelEase Inc.,Travel,USA,Engineering,Business class flights booking,16232,Net 90,Yes,6.0,34,20,Low,798691,2026-10-12
3017,2024-03-31,FacilityPro Ltd.,Facilities,Canada,Engineering,Building maintenance services,235895,Net 30,Yes,5.0,21,23,Low,1715859,2027-04-21
3018,2023-03-19,SolarMax Inc.,Energy,USA,Sales,Generator fuel supply,214306,Net 60,No,6.0,35,13,Low,1796347,2026-08-22
3019,2024-03-01,PharmaCare Ltd.,Healthcare,Switzerland,Procurement,First aid kit restocking,363282,Net 45,Yes,1.4,23,32,Low,4424632,2026-05-20
3020,2024-11-14,AdMax Agency,Marketing,USA,Operations,Brand design services,55454,2/10 Net 30,No,5.9,39,23,Low,2903906,2027-06-04
3021,2024-06-08,ByteWave Technologies,IT,USA,Procurement,Cybersecurity audit services,32543,Net 60,Yes,4.4,29,14,Low,691055,2027-05-12
3022,2023-04-07,TravelEase Inc.,Travel,USA,Finance,Visa processing fees,294453,Net 90,Yes,1.2,18,14,Low,1684350,2026-05-21
3023,2024-11-12,MetalWorks Ltd.,Raw Materials,Russia,Operations,Iron ore bulk shipment,301304,Net 90,Yes,3.5,28,65,High,1702349,2026-12-31
3024,2023-04-02,NetSphere Ltd.,IT,Germany,Procurement,Cybersecurity audit services,222783,Net 60,Yes,3.2,13,23,Low,4094646,2026-10-10
3025,2024-09-15,EnergyPrime Ltd.,Energy,UAE,Legal,Power backup services,395584,Net 30,Yes,0.4,14,52,Medium,4100645,2027-04-06
3026,2024-03-04,PowerGen Ltd.,Energy,Norway,Legal,Power backup services,153201,Net 30,Yes,7.8,35,24,Low,1011710,2027-04-13
3027,2024-03-01,PharmaCare Ltd.,Healthcare,Switzerland,Finance,Medical supplies monthly order,242416,Net 30,Yes,7.1,25,29,Low,122140,2027-04-12
3028,2023-04-20,AdvisoryCore Co.,Consulting,Singapore,Legal,Business process review,395795,Net 60,Yes,2.1,14,26,Low,155661,2026-11-03
3029,2024-06-19,SupplyBase Co.,Office Supplies,India,Legal,Coffee machine supplies,95760,Net 30,Yes,4.8,6,27,Low,195660,2026-06-06
3030,2023-05-03,MediaPulse Inc.,Marketing,Australia,HR,Digital advertising campaign,81328,Net 30,Yes,3.3,29,21,Low,1597560,2026-10-16
3031,2023-07-25,InsightBridge LLC,Consulting,Australia,Engineering,Supply chain consulting,136972,Net 30,No,5.1,42,21,Low,2389955,2026-08-13
3032,2023-01-01,FacilityPro Ltd.,Facilities,Canada,Engineering,Building maintenance services,371258,2/10 Net 30,No,5.0,37,17,Low,4481782,2027-02-23
3033,2024-07-05,ConsultPro Inc.,Consulting,USA,Operations,Operations improvement project,46467,2/10 Net 30,No,0.1,22,15,Low,690455,2027-01-27
3034,2023-07-17,EnergyPrime Ltd.,Energy,UAE,IT,Energy audit services,472000,Net 60,Yes,1.7,13,50,Medium,3164419,2027-04-12
3035,2023-11-01,AdMax Agency,Marketing,USA,Sales,Brand design services,470283,Net 45,Yes,5.8,27,16,Low,801679,2026-11-07
3036,2024-12-18,SupplyBase Co.,Office Supplies,India,Operations,Desk equipment purchase,225521,Net 45,Yes,6.1,20,25,Low,3027192,2026-12-13
3037,2024-05-18,PrintCore Ltd.,Office Supplies,Germany,Marketing,Stationery monthly supply,149281,Net 30,No,6.1,36,18,Low,1005283,2026-08-10
3038,2024-12-13,OceanShip Ltd.,Logistics,Singapore,Engineering,Warehouse storage monthly fee,343118,2/10 Net 30,Yes,2.0,8,50,High,460324,2027-04-11
3039,2024-10-12,MediaPulse Inc.,Marketing,Australia,Finance,Content creation services,228653,Net 60,Yes,3.7,33,18,Low,4034139,2027-01-16
3040,2023-08-22,MetalWorks Ltd.,Raw Materials,Russia,Sales,Chemical compounds order,208030,Net 45,Yes,5.3,36,64,High,2722482,2027-01-09
3041,2024-01-03,TripCore Inc.,Travel,India,Procurement,Per diem expenses,31411,Net 45,Yes,4.2,33,40,Medium,1630832,2026-08-15
3042,2023-12-17,OfficePlus Ltd.,Office Supplies,USA,Legal,Stationery monthly supply,312648,Net 90,Yes,2.4,14,9,Low,4090251,2026-12-24
3043,2024-05-11,FlightPro Ltd.,Travel,UAE,Manufacturing,Per diem expenses,303818,Net 90,Yes,2.0,24,49,Medium,2803249,2026-09-11
3044,2023-01-26,MetalMax Co.,Raw Materials,China,Engineering,Aluminum sheets order,262020,Net 90,Yes,2.8,36,74,Critical,718212,2026-10-11
3045,2023-06-05,PowerGen Ltd.,Energy,Norway,Sales,Wind turbine maintenance,445691,2/10 Net 30,Yes,2.2,38,29,Low,1134344,2027-01-05
3046,2024-10-13,LawBridge Inc.,Legal,Singapore,IT,Patent filing fees,52100,Net 30,No,4.6,40,28,Low,1144497,2027-01-19
3047,2024-08-08,AdvisoryCore Co.,Consulting,Singapore,Legal,Change management advisory,437540,Net 45,Yes,5.6,8,26,Low,3954358,2026-10-03
3048,2023-04-14,HealthBridge Inc.,Healthcare,Germany,IT,PPE equipment bulk purchase,326297,Net 30,Yes,0.7,40,32,Low,4686294,2026-05-16
3049,2023-07-22,MetalWorks Ltd.,Raw Materials,Russia,IT,Rubber seals batch,484048,Net 30,No,4.8,1,69,High,1852915,2026-06-07
3050,2024-03-26,LawBridge Inc.,Legal,Singapore,Sales,Corporate governance advisory,403545,Net 30,Yes,2.0,36,32,Low,1467587,2026-09-25
3051,2024-12-23,AdvisoryCore Co.,Consulting,Singapore,Engineering,Change management advisory,317579,2/10 Net 30,Yes,6.1,19,27,Low,4918519,2027-05-25
3052,2024-09-02,CleanSpace Services,Facilities,USA,IT,Parking management fees,277650,Net 30,Yes,3.0,21,19,Low,3444000,2027-01-27
3053,2023-08-19,BuildRight Co.,Facilities,UK,Sales,HVAC system repair,352213,2/10 Net 30,No,1.9,4,19,Low,2610231,2026-07-16
3054,2024-01-13,InsightBridge LLC,Consulting,Australia,HR,Digital transformation advisory,282322,Net 90,No,3.4,28,23,Low,3848531,2027-04-20
3055,2024-07-12,SolarMax Inc.,Energy,USA,Legal,Solar panel maintenance,264706,Net 30,Yes,7.0,31,17,Low,4711379,2026-09-24
3056,2023-04-09,MediaPulse Inc.,Marketing,Australia,Engineering,Market research report,381584,Net 30,Yes,4.9,34,14,Low,4476529,2026-06-29
3057,2023-03-01,FastFreight Co.,Logistics,Mexico,Marketing,Last mile delivery services,324270,Net 30,Yes,2.8,24,69,High,966110,2027-01-02
3058,2024-11-13,SpaceWorks Inc.,Facilities,Australia,Operations,Security services monthly,444285,Net 60,Yes,2.0,20,8,Low,1783569,2027-01-31
3059,2023-12-20,PowerGen Ltd.,Energy,Norway,HR,Solar panel maintenance,155909,2/10 Net 30,Yes,6.7,3,27,Low,1768074,2026-07-01
3060,2024-10-05,NetSphere Ltd.,IT,Germany,Sales,Network equipment purchase,169848,2/10 Net 30,Yes,0.3,43,25,Low,2231243,2027-02-22
3061,2024-02-13,PrimeParts Mfg.,Raw Materials,India,Sales,Iron ore bulk shipment,405212,2/10 Net 30,Yes,6.8,12,18,Low,3355363,2026-10-04
3062,2024-06-21,ByteWave Technologies,IT,USA,Legal,Software license renewal,440156,Net 45,Yes,6.4,36,16,Low,3805025,2027-03-30
3063,2024-05-11,JurisCore Co.,Legal,Germany,Operations,Regulatory filing fees,172005,Net 60,Yes,3.5,20,18,Low,4956314,2026-09-25
3064,2024-08-09,ConsultPro Inc.,Consulting,USA,IT,Digital transformation advisory,431351,Net 60,No,1.6,10,17,Low,1929381,2026-07-09
3065,2024-06-21,EnergyPrime Ltd.,Energy,UAE,Marketing,Energy audit services,406181,Net 45,Yes,5.6,1,49,Medium,4340707,2026-05-26
3066,2023-05-31,SwiftCargo Inc.,Logistics,UAE,Finance,Express courier services,110750,Net 90,Yes,6.0,11,55,High,1820844,2027-05-02
3067,2023-03-09,LegalEdge LLP,Legal,USA,Manufacturing,Corporate governance advisory,481159,2/10 Net 30,Yes,7.3,38,8,Low,2290097,2027-05-23
3068,2023-01-29,SteelCore Inc.,Raw Materials,Brazil,HR,Plastic components supply,296086,Net 30,Yes,2.6,25,45,Medium,1736408,2026-10-18
3069,2023-12-27,FlightPro Ltd.,Travel,UAE,HR,Visa processing fees,485605,Net 30,Yes,5.1,26,40,Medium,3805182,2026-12-12
3070,2024-10-13,SkyLog Partners,Logistics,USA,Legal,Fleet maintenance services,187649,Net 45,No,1.1,43,25,Low,3429121,2026-12-02
3071,2023-11-15,FacilityPro Ltd.,Facilities,Canada,Procurement,Security services monthly,123633,Net 60,Yes,0.9,8,19,Low,4153683,2026-07-31
3072,2023-03-23,AdMax Agency,Marketing,USA,Manufacturing,PR agency monthly retainer,322523,Net 90,No,2.4,14,15,Low,1341222,2027-02-10
3073,2024-11-18,CloudBase Inc.,IT,USA,Sales,IT infrastructure upgrade,93547,Net 30,Yes,6.6,3,47,Medium,701579,2026-12-25
3074,2023-01-21,AdMax Agency,Marketing,USA,Procurement,Event management services,25266,2/10 Net 30,No,7.5,28,16,Low,3604536,2026-10-08
3075,2023-04-07,OceanShip Ltd.,Logistics,Singapore,Finance,Cross border shipping charges,361613,Net 30,Yes,0.8,31,57,High,763839,2027-03-14
3076,2023-02-10,TripCore Inc.,Travel,India,HR,Business class flights booking,332406,Net 60,No,7.0,1,32,Medium,109069,2026-08-08
3077,2023-05-11,CloudBase Inc.,IT,USA,Legal,Cybersecurity audit services,465546,Net 60,Yes,5.7,31,46,Medium,4703732,2026-09-18
3078,2024-07-06,AlloyCraft Ltd.,Raw Materials,South Korea,HR,Steel rods bulk purchase,433373,Net 60,Yes,2.6,44,37,Medium,3890375,2026-05-27
3079,2024-03-29,RapidRoute LLC,Logistics,Canada,Sales,Fleet maintenance services,138671,Net 45,Yes,5.0,26,33,Low,2709091,2026-10-11
3080,2023-01-09,ByteWave Technologies,IT,USA,Finance,IT infrastructure upgrade,41325,Net 45,No,6.3,21,20,Low,1943219,2026-08-12
3081,2024-08-26,StayBridge Co.,Travel,France,IT,Airport transfer services,155994,Net 90,Yes,1.3,38,27,Low,144625,2027-04-23
3082,2023-05-14,AdMax Agency,Marketing,USA,Finance,Content creation services,400411,Net 60,Yes,2.5,45,16,Low,924772,2027-05-24
3083,2023-01-23,HealthBridge Inc.,Healthcare,Germany,Finance,Occupational health services,133551,Net 45,Yes,6.2,11,35,Low,3314102,2027-03-07
3084,2023-12-20,FastFreight Co.,Logistics,Mexico,Engineering,Cold chain logistics,384138,Net 30,Yes,7.6,4,69,High,681197,2026-10-13
3085,2024-08-02,TripCore Inc.,Travel,India,Engineering,Visa processing fees,194971,Net 30,Yes,2.6,20,38,Medium,1386506,2026-07-29
3086,2024-05-26,CleanSpace Services,Facilities,USA,Manufacturing,Office cleaning monthly contract,177187,2/10 Net 30,Yes,4.8,43,11,Low,2215978,2026-09-10
3087,2023-10-27,TripCore Inc.,Travel,India,Legal,Conference registration fees,197549,Net 45,No,1.9,37,34,Medium,4574740,2026-11-26
3088,2024-10-15,ConsultPro Inc.,Consulting,USA,IT,Change management advisory,193987,Net 30,Yes,2.6,5,15,Low,1816268,2026-12-05
3089,2024-03-23,PrintCore Ltd.,Office Supplies,Germany,Engineering,Coffee machine supplies,234819,Net 30,No,6.6,19,15,Low,2832591,2027-02-26
3090,2024-09-16,DeskPro Inc.,Office Supplies,China,HR,Whiteboard and markers,104925,Net 45,Yes,8.0,14,39,Medium,3246702,2026-09-02
3091,2024-12-01,TravelEase Inc.,Travel,USA,Finance,Travel insurance premium,359494,2/10 Net 30,No,5.0,11,22,Low,1319127,2026-10-21
3092,2024-10-06,AdvisoryCore Co.,Consulting,Singapore,Legal,Financial consulting services,280777,Net 30,No,0.4,28,27,Low,224949,2026-11-03
3093,2024-05-07,PharmaCare Ltd.,Healthcare,Switzerland,HR,Medical equipment lease,262600,Net 45,Yes,0.1,44,25,Low,3685512,2027-02-05
3094,2023-10-12,SolarMax Inc.,Energy,USA,Manufacturing,Electricity supply monthly bill,457362,Net 90,Yes,2.2,36,18,Low,128251,2026-08-10
3095,2024-01-20,SpaceWorks Inc.,Facilities,Australia,IT,Security services monthly,21694,2/10 Net 30,Yes,6.8,32,12,Low,1812273,2027-03-10
3096,2024-05-11,PrintCore Ltd.,Office Supplies,Germany,Sales,Printer paper bulk order,376677,Net 30,Yes,2.7,8,22,Low,657204,2026-07-24
3097,2024-11-07,DataCore Solutions,IT,India,Sales,Data storage solution,431118,Net 30,No,6.1,12,37,Medium,1659450,2026-08-11
3098,2023-11-18,AdMax Agency,Marketing,USA,Finance,Content creation services,177647,2/10 Net 30,Yes,5.2,21,18,Low,2962652,2027-03-04
3099,2024-12-18,HealthBridge Inc.,Healthcare,Germany,Legal,PPE equipment bulk purchase,236845,Net 90,No,2.9,22,35,Low,4494329,2026-09-29
3100,2023-01-06,GlobalMove Co.,Logistics,Netherlands,Manufacturing,Warehouse storage monthly fee,287906,Net 60,Yes,4.4,42,34,Low,3161104,2027-03-30
3101,2024-10-26,SolarMax Inc.,Energy,USA,Operations,Gas supply quarterly,480752,Net 45,No,2.6,20,20,Low,2536689,2027-05-02
3102,2024-11-28,StayBridge Co.,Travel,France,Marketing,Business class flights booking,311024,Net 45,No,2.5,30,20,Low,1765538,2026-11-24
3103,2023-05-09,AdvisoryCore Co.,Consulting,Singapore,Sales,Digital transformation advisory,408696,Net 60,Yes,1.5,19,20,Low,2837408,2026-06-22
3104,2024-05-19,PrimeParts Mfg.,Raw Materials,India,Legal,Carbon fiber materials,205091,Net 60,No,0.8,24,15,Low,436648,2026-07-03
3105,2023-02-07,ConsultPro Inc.,Consulting,USA,HR,HR transformation project,460386,Net 90,Yes,6.0,5,20,Low,394815,2026-09-14
3106,2024-03-26,PowerGen Ltd.,Energy,Norway,Operations,Energy audit services,303025,Net 30,Yes,0.1,22,20,Low,4520936,2027-01-18
3107,2024-05-17,MetalWorks Ltd.,Raw Materials,Russia,Legal,Chemical compounds order,145692,Net 60,Yes,5.9,26,70,High,3304535,2026-08-13
3108,2023-08-14,PharmaCare Ltd.,Healthcare,Switzerland,Operations,Occupational health services,17794,Net 60,Yes,7.7,11,26,Low,1861096,2026-08-29
3109,2023-06-30,LawBridge Inc.,Legal,Singapore,Sales,Patent filing fees,44015,Net 60,Yes,5.6,3,30,Low,3443613,2026-12-12
3110,2024-09-21,TripCore Inc.,Travel,India,Sales,Business class flights booking,145076,Net 45,Yes,0.2,15,32,Medium,2333589,2026-12-17
3111,2023-11-06,PharmaCare Ltd.,Healthcare,Switzerland,Legal,First aid kit restocking,470828,Net 60,No,1.2,4,26,Low,898477,2026-05-27
3112,2023-05-09,SupplyBase Co.,Office Supplies,India,IT,Office furniture purchase,26776,Net 45,Yes,7.3,5,31,Low,859479,2027-01-13
3113,2024-02-28,ByteWave Technologies,IT,USA,Manufacturing,Software license renewal,375875,Net 60,Yes,4.3,38,15,Low,4721009,2027-04-13
3114,2024-10-20,OfficePlus Ltd.,Office Supplies,USA,Operations,Filing cabinet order,463652,2/10 Net 30,Yes,3.6,15,11,Low,4752422,2026-08-18
3115,2023-03-13,LegalEdge LLP,Legal,USA,Procurement,Contract review services,75038,Net 30,Yes,0.6,3,17,Low,2335018,2026-12-17
3116,2023-09-03,ConsultPro Inc.,Consulting,USA,Legal,Financial consulting services,418373,Net 45,Yes,1.7,24,10,Low,2260524,2027-02-24
3117,2024-12-20,PrimeParts Mfg.,Raw Materials,India,Operations,Plastic components supply,86236,Net 45,Yes,1.5,11,16,Low,2052015,2026-05-28
3118,2023-08-24,SolarMax Inc.,Energy,USA,Manufacturing,Wind turbine maintenance,277732,Net 45,Yes,2.5,16,12,Low,4262738,2027-02-04
3119,2024-08-01,SkyLog Partners,Logistics,USA,Legal,Cross border shipping charges,391108,Net 90,Yes,1.6,23,27,Low,4898473,2026-05-27
3120,2024-05-03,PrimeParts Mfg.,Raw Materials,India,Manufacturing,Rubber seals batch,418471,Net 60,Yes,5.0,2,14,Low,4411213,2026-12-21
3121,2024-01-19,OceanShip Ltd.,Logistics,Singapore,IT,Cold chain logistics,406636,Net 90,No,7.2,35,55,High,709139,2027-04-09
3122,2023-05-19,SwiftCargo Inc.,Logistics,UAE,Engineering,Cross border shipping charges,77382,2/10 Net 30,Yes,7.7,34,56,High,3124613,2026-12-23
3123,2024-02-12,OfficePlus Ltd.,Office Supplies,USA,Finance,Printer cartridge order,26984,Net 30,Yes,2.2,23,8,Low,1362484,2026-11-05
3124,2023-12-14,DataCore Solutions,IT,India,Manufacturing,Cybersecurity audit services,157996,Net 30,Yes,7.3,36,38,Medium,3616487,2026-06-15
3125,2024-12-28,SupplyBase Co.,Office Supplies,India,IT,Stationery monthly supply,133379,Net 90,Yes,7.4,8,25,Low,1945174,2027-02-02
3126,2024-03-26,GlobalTech Systems,IT,China,Engineering,Cybersecurity audit services,22775,Net 90,Yes,6.8,29,85,Critical,492938,2027-02-22
3127,2024-08-05,PharmaCare Ltd.,Healthcare,Switzerland,Operations,Employee health screening,201751,Net 90,Yes,4.0,21,28,Low,2221452,2026-08-02
3128,2023-09-07,RapidRoute LLC,Logistics,Canada,Operations,Express courier services,203979,Net 60,Yes,1.6,25,23,Low,4229632,2027-05-15
3129,2024-07-13,SwiftCargo Inc.,Logistics,UAE,Engineering,International freight forwarding,186913,2/10 Net 30,Yes,0.5,11,60,High,2224718,2027-05-28
3130,2024-02-08,InsightBridge LLC,Consulting,Australia,Procurement,Strategy consulting project,388174,Net 90,No,6.3,29,18,Low,4875729,2026-12-24
3131,2023-10-13,BuildRight Co.,Facilities,UK,Operations,Pest control quarterly,473054,Net 45,Yes,5.8,10,15,Low,2160626,2026-08-18
3132,2024-07-17,AdvisoryCore Co.,Consulting,Singapore,Sales,Digital transformation advisory,380456,2/10 Net 30,Yes,0.1,11,24,Low,2050917,2026-05-22
3133,2023-04-03,DeskPro Inc.,Office Supplies,China,Operations,Office furniture purchase,114939,Net 90,Yes,2.7,10,41,Medium,4192724,2027-01-01
3134,2023-04-25,MediaPulse Inc.,Marketing,Australia,HR,SEO optimization services,385978,Net 45,Yes,4.1,8,18,Low,2105549,2026-12-30
3135,2024-08-09,OfficePlus Ltd.,Office Supplies,USA,Operations,Desk equipment purchase,76887,Net 60,Yes,1.6,23,5,Low,1124100,2026-12-25
3136,2023-09-22,IronPeak Mfg.,Raw Materials,Turkey,IT,Carbon fiber materials,389276,Net 90,Yes,2.6,36,65,High,4176427,2027-03-31
3137,2024-01-25,AlloyCraft Ltd.,Raw Materials,South Korea,Operations,Copper wire batch delivery,224186,2/10 Net 30,Yes,7.3,45,37,Medium,4797221,2026-11-14
3138,2024-12-14,FacilityPro Ltd.,Facilities,Canada,Legal,Office cleaning monthly contract,72878,Net 45,No,2.9,3,16,Low,1090308,2026-11-22
3139,2024-08-19,FlightPro Ltd.,Travel,UAE,Operations,Conference registration fees,155958,Net 90,Yes,3.0,9,43,Medium,135043,2026-08-04
3140,2023-03-05,LegalEdge LLP,Legal,USA,Engineering,Trademark registration,278109,2/10 Net 30,Yes,0.9,44,15,Low,2021843,2026-09-28
3141,2024-03-14,GreenWatt Co.,Energy,Denmark,Engineering,Utility management fees,267354,Net 45,Yes,5.1,38,20,Low,3735415,2026-11-21
3142,2023-11-21,DeskPro Inc.,Office Supplies,China,Procurement,Stationery monthly supply,396814,Net 45,Yes,6.7,43,38,Medium,4201906,2027-03-26
3143,2024-01-31,SwiftCargo Inc.,Logistics,UAE,Sales,International freight forwarding,315104,Net 90,Yes,5.7,33,60,High,4678966,2026-09-03
3144,2023-01-20,DeskPro Inc.,Office Supplies,China,Operations,Printer paper bulk order,408382,Net 30,No,4.0,23,43,Medium,4671200,2026-06-10
3145,2024-10-07,SpaceWorks Inc.,Facilities,Australia,IT,Waste disposal services,50628,2/10 Net 30,Yes,4.5,39,14,Low,3935986,2027-04-13
3146,2023-04-22,SolarMax Inc.,Energy,USA,Engineering,Gas supply quarterly,253461,Net 45,Yes,6.5,15,16,Low,1185809,2027-02-22
3147,2023-08-03,SkyHost Pro,IT,Ireland,HR,Network equipment purchase,16592,2/10 Net 30,Yes,2.0,31,23,Low,1404759,2027-02-23
3148,2023-11-24,SkyHost Pro,IT,Ireland,Sales,SaaS platform subscription,26198,Net 90,No,3.9,35,25,Low,3587293,2026-10-16
3149,2024-04-04,MediaPulse Inc.,Marketing,Australia,Procurement,Event management services,243599,Net 45,No,5.4,45,15,Low,2008568,2026-08-03
3150,2024-08-08,MetalMax Co.,Raw Materials,China,Finance,Copper wire batch delivery,29642,Net 60,No,4.1,41,71,Critical,4110521,2026-07-10
3151,2023-03-20,LegalEdge LLP,Legal,USA,Manufacturing,Trademark registration,138166,Net 90,Yes,0.9,34,7,Low,1304334,2026-06-20
3152,2023-03-08,OceanShip Ltd.,Logistics,Singapore,Marketing,International freight forwarding,252366,2/10 Net 30,Yes,6.1,38,59,High,1088770,2027-01-04
3153,2023-08-22,HealthBridge Inc.,Healthcare,Germany,Sales,Medical equipment lease,172463,Net 30,No,4.3,39,26,Low,3101453,2026-07-14
3154,2024-10-11,PrintCore Ltd.,Office Supplies,Germany,Operations,Filing cabinet order,428481,Net 90,Yes,2.3,32,20,Low,1394747,2027-03-10
3155,2024-08-06,AlloyCraft Ltd.,Raw Materials,South Korea,Marketing,Plastic components supply,183104,Net 90,Yes,6.0,7,36,Medium,3273855,2027-05-27
